,video_name,tag
0,wr_way_60.mp4,wrwaymp
1,wr_way_74.mp4,wrwaymp
2,wr_way_48.mp4,wrwaymp
3,wr_way_49.mp4,wrwaymp
4,wr_way_75.mp4,wrwaymp
5,wr_way_61.mp4,wrwaymp
6,wr_way_77.mp4,wrwaymp
7,wr_way_63.mp4,wrwaymp
8,wr_way_88.mp4,wrwaymp
9,wr_way_89.mp4,wrwaymp
10,wr_way_62.mp4,wrwaymp
11,wr_way_76.mp4,wrwaymp
12,wr_way_72.mp4,wrwaymp
13,wr_way_66.mp4,wrwaymp
14,wr_way_99.mp4,wrwaymp
15,.DS_Store,DSStore
16,wr_way_98.mp4,wrwaymp
17,wr_way_67.mp4,wrwaymp
18,wr_way_73.mp4,wrwaymp
19,wr_way_59.mp4,wrwaymp
20,wr_way_65.mp4,wrwaymp
21,wr_way_71.mp4,wrwaymp
22,wr_way_70.mp4,wrwaymp
23,wr_way_64.mp4,wrwaymp
24,wr_way_58.mp4,wrwaymp
25,wr_way_17.mp4,wrwaymp
26,wr_way_16.mp4,wrwaymp
27,wr_way_14.mp4,wrwaymp
28,wr_way_28.mp4,wrwaymp
29,wr_way_29.mp4,wrwaymp
30,wr_way_15.mp4,wrwaymp
31,wr_way_9.mp4,wrwaymp
32,wr_way_39.mp4,wrwaymp
33,wr_way_11.mp4,wrwaymp
34,wr_way_10.mp4,wrwaymp
35,wr_way_38.mp4,wrwaymp
36,wr_way_8.mp4,wrwaymp
37,wr_way_12.mp4,wrwaymp
38,wr_way_13.mp4,wrwaymp
39,wr_way_6.mp4,wrwaymp
40,wr_way_22.mp4,wrwaymp
41,wr_way_36.mp4,wrwaymp
42,wr_way_37.mp4,wrwaymp
43,wr_way_23.mp4,wrwaymp
44,wr_way_7.mp4,wrwaymp
45,wr_way_5.mp4,wrwaymp
46,wr_way_35.mp4,wrwaymp
47,wr_way_21.mp4,wrwaymp
48,wr_way_20.mp4,wrwaymp
49,wr_way_34.mp4,wrwaymp
50,wr_way_4.mp4,wrwaymp
51,wr_way_0.mp4,wrwaymp
52,wr_way_18.mp4,wrwaymp
53,wr_way_30.mp4,wrwaymp
54,wr_way_24.mp4,wrwaymp
55,wr_way_25.mp4,wrwaymp
56,wr_way_31.mp4,wrwaymp
57,wr_way_19.mp4,wrwaymp
58,wr_way_1.mp4,wrwaymp
59,wr_way_3.mp4,wrwaymp
60,wr_way_27.mp4,wrwaymp
61,wr_way_33.mp4,wrwaymp
62,wr_way_32.mp4,wrwaymp
63,wr_way_26.mp4,wrwaymp
64,wr_way_2.mp4,wrwaymp
